년도,학기,학과명,과목코드,과목명,분반,주야,이수구분명,교수성명,학점,수강정원,개설여부,강의실명,수강인원,수업시간,수업시간,수업시간,성적평가방식구분,영의강의여부,학년,코드쉐어링과목코드,코드쉐어링분반,코드쉐어링되어진과목,코드쉐어링수강여부,비고,개설세부,인정영역구분,인정영역구분명
2016,1,글로벌리더십학부,GCS20001,English Reading and Discussion,4,주간,교양선택필수,Jeremy D. Knapp,3,20,Y,GLC 305,15,"월1,목1","월1,목1","월1,목1",일반과목,Y,2,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS20001,English Reading and Discussion,5,주간,교양선택필수,Jeremy D. Knapp,3,19,Y,GLC 305,19,"월2,목2","월2,목2","월2,목2",일반과목,Y,2,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS20001,English Reading and Discussion,6,주간,교양선택필수,Jeremy D. Knapp,3,20,Y,GLC 305,20,"월4,목4","월4,목4","월4,목4",일반과목,Y,2,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS20002,English Grammar and Composition,10,주간,교양선택필수,Alex D. Bishop,3,20,Y,GLC 305,13,"화3,금3","화3,금3","화3,금3",일반과목,Y,2,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS20002,English Grammar and Composition,11,주간,교양선택필수,Jeremy D. Knapp,3,19,Y,GLC 305,19,"화1,금1","화1,금1","화1,금1",일반과목,Y,2,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS20002,English Grammar and Composition,12,주간,교양선택필수,Jeremy D. Knapp,3,0,Y,GLC 305,19,"화2,금2","화2,금2","화2,금2",일반과목,Y,2,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GEK10061,음악의 이해,1,주간,교양선택,한지은,3,45,Y,HCA 2F,45,"화2,금2","화2,금2","화2,금2",성적만P/F나감,N,1,,,,N,4-2학년25명/1학년20명,,W17,예술
2016,1,글로벌리더십학부,GEK10061,음악의 이해,2,주간,교양선택,한지은,3,45,Y,HCA 2F,46,"화3,금3","화3,금3","화3,금3",성적만P/F나감,N,1,,,,N,4-2학년25명/1학년20명,,W17,예술
2016,1,글로벌리더십학부,GEK10098,교회음악 연습,1,주간,교양선택,한지은,2,45,Y,HCA 2F,46,"화5,금5","화5,금5","화5,금5",성적만P/F나감,N,1,,,,N,4-2학년25명/1학년20명,,W17,예술
2016,1,글로벌리더십학부,GEK10098,교회음악 연습,2,주간,교양선택,유진아,2,40,Y,HCA 2F,59,"화6,화7","화6,화7","화6,화7",성적만P/F나감,Y,1,,,,N,16:00~17:40,,W17,예술
2016,1,글로벌리더십학부,GCS10011,이공계 글쓰기,1,주간,교양선택필수,김종록외 1명,3,30,Y,HDH 303A,34,"화3,금3","화3,금3","화3,금3",일반과목,N,1,,,,N,,,W55,소통
2016,1,글로벌리더십학부,GCS10012,인문사회계 글쓰기,1,주간,교양선택필수,김종록,3,30,Y,HDH 303A,38,"화2,금2","화2,금2","화2,금2",일반과목,N,1,,,,N,,,W55,소통
2016,1,글로벌리더십학부,GCS10037,중국어1,10,주간,교양선택,화위,3,25,Y,HDH 303A,25,"월4,목4","월4,목4","월4,목4",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,11,주간,교양선택,화위,3,25,Y,HDH 303A,25,"월5,목5","월5,목5","월5,목5",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10054,한국어 1,1,주간,교양선택필수,장은혜,3,20,Y,HDH 303A,12,"화5,금5","화5,금5","화5,금5",일반과목,N,1,,,,N,,1,W54,한국어
2016,1,글로벌리더십학부,GCS10055,한국어 2,1,주간,교양선택필수,석지영,3,20,Y,HDH 303A,18,"월2,목2","월2,목2","월2,목2",일반과목,N,1,,,,N,,,W54,한국어
2016,1,글로벌리더십학부,GCS10056,한국어 3,1,주간,교양선택필수,장은혜,3,20,Y,HDH 303A,8,"화6,금6","화6,금6","화6,금6",일반과목,N,1,,,,N,,1,W54,한국어
2016,1,글로벌리더십학부,GCS10057,한국어 4,1,주간,교양선택필수,석지영,3,20,Y,HDH 303A,14,"월3,목3","월3,목3","월3,목3",일반과목,N,1,,,,N,,1,W54,한국어
2016,1,글로벌리더십학부,GEK10015,한동인성교육,2,주간,교양필수,Alexander Banks,1,0,Y,HDH 303A,37,목1,목1,목1,성적만P/F나감,Y,1,,,,N,,,W05,인성1
2016,1,상담심리사회복지학부,CSW40015,임상심리학,1,주간,전공선택,김혜정,3,60,Y,HDH 303A,13,"월6,목6","월6,목6","월6,목6",일반과목,N,4,,,,N,,,,
2016,1,글로벌리더십학부,GCS10016,고전강독,1,주간,교양선택필수,류대영,2,30,Y,HDH 303B,24,"수2,수3","수2,수3","수2,수3",일반과목,N,1,,,,N,,,W56,융복합
2016,1,글로벌리더십학부,GCS10016,고전강독,2,주간,교양선택필수,손화철,2,30,Y,HDH 303B,24,"화7,금7","화7,금7","화7,금7",일반과목,N,1,,,,N,,,W56,융복합
2016,1,글로벌리더십학부,GCS10033,일본어1,1,주간,교양선택,김영미,3,25,Y,HDH 303B,25,"화2,금2","화2,금2","화2,금2",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,1,주간,교양선택,민성아,3,25,Y,HDH 303B,27,"월5,목5","월5,목5","월5,목5",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,2,주간,교양선택,민성아,3,25,Y,HDH 303B,25,"월6,목6","월6,목6","월6,목6",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,3,주간,교양선택,민성아,3,25,Y,HDH 303B,26,"화3,금3","화3,금3","화3,금3",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,4,주간,교양선택,민성아,3,25,Y,HDH 303B,23,"화4,금4","화4,금4","화4,금4",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10039,중국어3,1,주간,교양선택,민성아,3,25,Y,HDH 303B,22,"화5,금5","화5,금5","화5,금5",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GEK20019,교회사의이해,1,주간,교양선택필수,Richard M. Hamm,3,30,Y,HDH 303B,27,"월2,목2","월2,목2","월2,목2",일반과목,Y,1,,,,N,,,W09,세계관2
2016,1,상담심리사회복지학부,CSW20005,이상심리학,1,주간,전공선택,김혜정,3,40,Y,HDH 303B,50,"월3,목3","월3,목3","월3,목3",일반과목,Y,3,,,,N,,,,
2016,1,글로벌리더십학부,GEK10095,Calculus 1,2,주간,교양선택필수,이한진,3,80,Y,HDH 318,77,"화3,금3","화3,금3","화3,금3",일반과목,Y,1,,,,N,1학년 우선수강 / 해외학생 우선수강,,W29,자연과학
2016,1,국제어문학부,ISE10002,언어학개론,1,주간,전공선택,조준모,3,60,Y,HDH 318,62,"월2,목2","월2,목2","월2,목2",일반과목,Y,1,,,,N,,,,
2016,1,국제어문학부,ISE10051,정치학개론,1,주간,전공선택,마민호,3,80,Y,HDH 318,80,월4,월4,월4,일반과목,N,1,,,,N,,,,
2016,1,국제어문학부,ISE10051,정치학개론,2,주간,전공선택,마민호,3,80,Y,HDH 318,73,월5,월5,월5,일반과목,N,1,,,,N,,,,
2016,1,국제어문학부,ISE10052,국제관계학입문,1,주간,전공선택,김준형,3,80,Y,HDH 318,77,"수1,수3","수1,수3","수1,수3",일반과목,N,1,,,,N,,,,
2016,1,국제어문학부,ISE20075,한국대외정책론,1,주간,전공선택,방청록,3,60,Y,HDH 318,73,"월3,목3","월3,목3","월3,목3",일반과목,N,2,,,,N,,,,
2016,1,국제어문학부,ISE20084,지역학 입문,1,주간,전공선택,박원곤,3,40,Y,HDH 318,41,"월6,목6","월6,목6","월6,목6",일반과목,Y,2,,,,N,,,,
2016,1,국제어문학부,ISE20085,국제개발협력의 이해,1,주간,전공선택,방청록외 2명,3,80,Y,HDH 318,50,"화5,화6","화5,화6","화5,화6",일반과목,N,2,,,,N,,,,
2016,1,상담심리사회복지학부,CSW20021,학습심리학,1,주간,전공선택,이윤희,3,69,Y,HDH 318,69,"화1,금1","화1,금1","화1,금1",일반과목,N,2,,,,N,,,,
2016,1,상담심리사회복지학부,CSW30056,사회복지정책론,1,주간,전공선택,강병덕,3,60,Y,HDH 318,46,"화2,금2","화2,금2","화2,금2",일반과목,Y,3,,,,N,,,,
2016,1,상담심리사회복지학부,CSW40054,고급현장실습,4,주간,전공선택,정숙희,3,0,Y,HDH 318,5,"목7,목8","목7,목8","목7,목8",성적만P/F나감,N,4,,,,N,,,,
2016,1,글로벌리더십학부,GCS10058,C 프로그래밍,1,주간,교양선택필수,김상환,3,40,Y,HDH 320A,49,"월5,목5","월5,목5","월5,목5",일반과목,Y,1,,,,N,전학년 동시 수강신청. 해외학생 우선수강,,W58,프로그래밍기초
2016,1,창의융합교육원,CCE24001,"Vision, Work and Calling",1,주간,전공필수,Kurt A. Davidek,2,30,Y,HDH 320A,16,월7,월7,월7,일반과목,Y,2,,,,N,,,,
2016,1,창의융합교육원,CCE42001,교육현장실습,1,주간,전공필수,박혜경,3,20,Y,HDH 320A,3,"화4,금4","화4,금4","화4,금4",일반과목,N,4,,,,N,,,,
2016,1,국제어문학부,ISE20006,영문법,1,주간,전공선택,윤상헌,3,40,Y,HDH 320A,28,"월6,목6","월6,목6","월6,목6",일반과목,N,2,,,,,,,,
2016,1,국제어문학부,ISE30081,미국대외정책론,1,주간,전공선택,김준형,3,40,Y,HDH 320A,26,"월1,목1","월1,목1","월1,목1",일반과목,Y,3,,,,N,,,,
2016,1,국제어문학부,ISE40013,Special Topics in TESOL,1,주간,전공선택,조준모,3,20,Y,HDH 320A,11,"월4,목4","월4,목4","월4,목4",일반과목,Y,4,,,,N,,,,
2016,1,언론정보문화학부,CCC20086,희곡의 이해,1,주간,전공선택,Megan J. Cawood,3,30,Y,HDH 320A,34,"화2,금2","화2,금2","화2,금2",일반과목,Y,2,,,,N,,,,
2016,1,상담심리사회복지학부,CSW20001,상담이론과 실제,2,주간,전공선택,황혜리,3,40,Y,HDH 320B,40,"수2,수3","수2,수3","수2,수3",일반과목,N,2,,,,N,,,,
2016,1,상담심리사회복지학부,CSW20020,인지심리학,1,주간,전공선택,라영안,3,40,Y,HDH 320B,29,"월4,목4","월4,목4","월4,목4",일반과목,Y,2,,,,N,,,,
2016,1,상담심리사회복지학부,CSW20064,사회문제론,1,주간,전공선택,강병덕,3,40,Y,HDH 320B,39,"화6,금6","화6,금6","화6,금6",일반과목,Y,2,,,,N,,,,
2016,1,상담심리사회복지학부,CSW30006,상담실습1(LAB),1,주간,전공필수,황혜리,3,40,Y,HDH 320B,40,"월6,목6","월6,목6","월6,목6",일반과목,N,4,,,,N,,,,
2016,1,상담심리사회복지학부,CSW30008,아동복지론,1,주간,전공선택,전명희,3,40,Y,HDH 320B,38,"화2,금2","화2,금2","화2,금2",일반과목,Y,3,,,,N,,,,
2016,1,상담심리사회복지학부,CSW30021,프로그램개발과평가,1,주간,전공선택,전명희,3,40,Y,HDH 320B,19,"화5,금5","화5,금5","화5,금5",성적만P/F나감,Y,3,,,,N,,,,
2016,1,상담심리사회복지학부,CSW30035,상담특론 ,1,주간,전공선택,황혜리,3,40,Y,HDH 320B,15,"월5,목5","월5,목5","월5,목5",일반과목,N,3,,,,N,,,,
2016,1,상담심리사회복지학부,CSW40010,심리세미나,2,주간,전공선택,Lantinga Sherri brenda,3,40,Y,HDH 320B,16,"월3,목3","월3,목3","월3,목3",일반과목,Y,4,,,,N,,,,
2016,1,상담심리사회복지학부,CSW40052,사회복지현장실습,1,주간,전공선택,정숙희,3,40,Y,HDH 320B,20,"월1,목1","월1,목1","월1,목1",성적만P/F나감,N,4,,,,N,,,,
2016,1,상담심리사회복지학부,CSW40054,고급현장실습,2,주간,전공선택,신성만,3,0,Y,HDH 320B,,"화8,금8","화8,금8","화8,금8",성적만P/F나감,N,4,,,,N,,,,
2016,1,창의융합교육원,CCE22001,교육심리,1,주간,전공필수,Richard M. Hamm,3,35,Y,HDH 323C,33,"화6,금6","화6,금6","화6,금6",일반과목,Y,2,,,,N,,,,
2016,1,국제어문학부,ISE20042,Culture and Literature in the Global Context,1,주간,전공선택,허명수,3,40,Y,HDH 323C,14,"월3,목3","월3,목3","월3,목3",일반과목,Y,2,,,,N,,,,
2016,1,국제어문학부,ISE20043,The Structure of Modern English: Words and Word Formation,1,주간,전공선택,윤상헌,3,40,Y,HDH 323C,37,"화2,금2","화2,금2","화2,금2",일반과목,Y,2,,,,N,,,,
2016,1,국제어문학부,ISE20074,한국정치론,1,주간,전공선택,박원곤,3,40,Y,HDH 323C,43,"화3,금3","화3,금3","화3,금3",일반과목,Y,2,,,,N,,,,
2016,1,국제어문학부,ISE30052,국제정치경제,1,주간,전공선택,방청록,3,40,Y,HDH 323C,15,"월1,목1","월1,목1","월1,목1",일반과목,N,3,,,,,,,,
2016,1,국제어문학부,ISE30080,국제관계사,1,주간,전공선택,Nicholas Scott Lantinga,3,40,Y,HDH 323C,16,"화5,금5","화5,금5","화5,금5",일반과목,Y,3,,,,N,,,,
2016,1,국제어문학부,ISE30095,Translation in the Global context,1,주간,전공선택,허명수,3,40,Y,HDH 323C,10,"월6,목6","월6,목6","월6,목6",일반과목,N,3,,,,N,,,,
2016,1,국제어문학부,ISE30097,The Structure of Modern English: Sound Patterns,1,주간,전공선택,조준모,3,40,Y,HDH 323C,30,"화4,금4","화4,금4","화4,금4",일반과목,Y,3,,,,N,,,,
2016,1,국제어문학부,ISE40082,Topics in Language and Thought,1,주간,전공선택,윤상헌,3,40,Y,HDH 323C,14,"수2,수3","수2,수3","수2,수3",일반과목,N,4,,,,N,,,,
2016,1,상담심리사회복지학부,CSW30063,장애인복지론,1,주간,전공선택,정숙희,3,40,Y,HDH 323C,35,"월5,목5","월5,목5","월5,목5",일반과목,N,3,,,,,,,,
2016,1,산업교육학부,SIE40061,사회복지현장실습,1,야간,전공필수,유장춘,3,2,Y,HDH 323C,1,"월11,수11,금11","월11,수11,금11","월11,수11,금11",성적만P/F나감,N,4,,,,N,,,,
2016,1,국제어문학부,ISE20072,중국사회의 이해,1,주간,전공선택,박만준,3,40,Y,HDH 324,36,"화4,화5","화4,화5","화4,화5",일반과목,N,2,,,,N,,,,
2016,1,국제어문학부,ISE30015,영어교육학입문,1,주간,전공선택,JudithVanBruggen,3,40,Y,HDH 324,40,"화3,금3","화3,금3","화3,금3",일반과목,Y,3,,,,N,,,,
2016,1,국제어문학부,ISE30032,English Speech,1,주간,전공선택,JudithVanBruggen,3,25,Y,HDH 324,22,"화2,금2","화2,금2","화2,금2",일반과목,Y,3,ISE30032,1,D,N,,,,
2016,1,국제어문학부,ISE30096,Interpretation in the Global Context,1,주간,전공선택,박혜경,3,25,Y,HDH 324,25,"월2,목2","월2,목2","월2,목2",일반과목,N,3,,,,N,,,,
2016,1,국제어문학부,ISE40075,국제협상론,1,주간,전공선택,이갑진,3,40,Y,HDH 324,31,"금4,금5","금4,금5","금4,금5",일반과목,Y,4,,,,N,,,,
2016,1,국제어문학부,ISE20040,Reading and Reflecting through Great Minds,1,주간,전공선택,박혜경,3,30,Y,HDH 326A,30,"월5,목5","월5,목5","월5,목5",일반과목,N,2,,,,N,,,,
2016,1,국제어문학부,ISE20086,정치철학의 이해,1,주간,전공선택,Nicholas Scott Lantinga,3,40,Y,HDH 326A,31,"화2,금2","화2,금2","화2,금2",일반과목,Y,2,,,,N,,,,
2016,1,국제어문학부,ISE30071,중국정치외교론,1,주간,전공선택,마민호,3,40,Y,HDH 326A,25,"월2,목2","월2,목2","월2,목2",일반과목,N,3,,,,N,,,,
2016,1,국제어문학부,ISE40073,동북아국제관계,1,주간,전공선택,김준형,3,40,Y,HDH 326A,13,"화6,화7","화6,화7","화6,화7",일반과목,N,4,,,,N,,,,
2016,1,국제어문학부,ISE40073,동북아국제관계,2,주간,전공선택,박원곤,3,40,Y,HDH 326A,41,"월4,목4","월4,목4","월4,목4",일반과목,Y,4,,,,N,,,,
2016,1,국제어문학부,ISE40085,국제지역학 세미나,4,주간,전공선택,김학준,3,0,Y,HDH 326A,13,"화4,화5","화4,화5","화4,화5",일반과목,N,4,,,,N,,,,
2016,1,상담심리사회복지학부,CSW30081,사회복지윤리와 철학,1,주간,전공선택,유장춘,3,40,Y,HDH 326A,17,"월6,목6","월6,목6","월6,목6",일반과목,N,3,,,,N,,,,
2016,1,글로벌리더십학부,GCS20008,컴퓨터그래픽 기초,1,주간,교양선택필수,이중섭,2,29,Y,HDH 402,29,"월2,월3","월2,월3","월2,월3",일반과목,N,2,,,,N,전학년 동시 수강신청,,W59,소프트웨어활용
2016,1,글로벌리더십학부,GCS20008,컴퓨터그래픽 기초,2,주간,교양선택필수,이중섭,2,29,Y,HDH 402,29,"월5,월6","월5,월6","월5,월6",일반과목,N,2,,,,N,전학년 동시 수강신청,,W59,소프트웨어활용
2016,1,콘텐츠융합디자인학부,IID20055,Computer Graphic Design 1,1,주간,전공필수,전예윤,3,25,Y,HDH 402,25,"화3,화4","화3,화4","화3,화4",일반과목,N,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20055,Computer Graphic Design 1,2,주간,전공필수,전예윤,3,25,Y,HDH 402,26,"화5,화6","화5,화6","화5,화6",일반과목,N,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20055,Computer Graphic Design 1,3,주간,전공필수,전예윤,3,25,Y,HDH 402,28,"수2,수3","수2,수3","수2,수3",일반과목,N,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID30067,3D Modeling Design,1,주간,전공선택,강대근,3,25,Y,HDH 402,25,"금3,금4","금3,금4","금3,금4",일반과목,N,3,,,,N,,,,
2016,1,글로벌리더십학부,GCS10001,소프트웨어 입문,3,주간,교양선택필수,김헌주,2,45,Y,HDH 403,48,"화5,금5","화5,금5","화5,금5",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10002,ICT 응용 입문,1,주간,교양선택필수,김바울,2,45,Y,HDH 403,46,"화6,화7","화6,화7","화6,화7",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10002,ICT 응용 입문,3,주간,교양선택필수,김경미,2,45,Y,HDH 403,51,"월6,목6","월6,목6","월6,목6",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10002,ICT 응용 입문,4,주간,교양선택필수,김경미,2,45,Y,HDH 403,48,"월7,목7","월7,목7","월7,목7",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10002,ICT 응용 입문,5,주간,교양선택필수,김바울,2,45,Y,HDH 403,50,"화1,금1","화1,금1","화1,금1",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10002,ICT 응용 입문,6,주간,교양선택필수,김바울,2,45,Y,HDH 403,49,"화2,금2","화2,금2","화2,금2",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10002,ICT 응용 입문,7,주간,교양선택필수,김바울,2,45,Y,HDH 403,49,"화3,금3","화3,금3","화3,금3",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10007,오피스활용,1,주간,교양선택필수,도해영,2,45,Y,HDH 403,47,"월4,목4","월4,목4","월4,목4",일반과목,N,1,,,,N,전학년 동시 수강신청,,W59,소프트웨어활용
2016,1,글로벌리더십학부,GCS10007,오피스활용,2,주간,교양선택필수,도해영,2,45,Y,HDH 403,47,"월5,목5","월5,목5","월5,목5",일반과목,N,1,,,,N,전학년 동시 수강신청,,W59,소프트웨어활용
2016,1,글로벌리더십학부,GCS20005,데이타통계처리,1,주간,교양선택필수,도해영,2,45,Y,HDH 403,48,"월2,목2","월2,목2","월2,목2",일반과목,N,2,,,,N,전학년 동시 수강신청,,W59,소프트웨어활용
2016,1,글로벌리더십학부,GCS20005,데이타통계처리,2,주간,교양선택필수,도해영,2,45,Y,HDH 403,47,"월3,목3","월3,목3","월3,목3",일반과목,N,2,,,,N,전학년 동시 수강신청,,W59,소프트웨어활용
2016,1,글로벌리더십학부,GCS20005,데이타통계처리,3,주간,교양선택필수,도해영,2,45,Y,HDH 403,45,"월1,목1","월1,목1","월1,목1",일반과목,N,2,,,,,,,W59,소프트웨어활용
2016,1,상담심리사회복지학부,CSW20085,사회복지자료분석론,1,주간,전공선택,강병덕,3,40,Y,HDH 403,39,"화4,금4","화4,금4","화4,금4",일반과목,N,2,,,,N,,,,
2016,1,글로벌리더십학부,GEK10021,생활체육 1,4,주간,교양선택,김구현,1,18,Y,HDH 418B,14,금5,금5,금5,성적만P/F나감,N,1,,,,N,조정 / 강의실: 1~5주차 사용 / 야외실기 수업위주의 강의편성,1,W31,스포츠
2016,1,글로벌리더십학부,GEK10055,물리학 1,1,주간,교양선택필수,조현지,3,60,Y,HDH 418B,57,"화1,금1","화1,금1","화1,금1",일반과목,N,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK10055,물리학 1,2,주간,교양선택필수,조현지,3,60,Y,HDH 418B,73,"화2,금2","화2,금2","화2,금2",일반과목,N,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK10087,동양의 역사와 문화,1,주간,교양선택필수,김종건,3,60,Y,HDH 418B,38,"목8,목9","목8,목9","목8,목9",일반과목,N,1,,,,N,,,W27,인문학
2016,1,글로벌리더십학부,GEK10090,물리학 개론,1,주간,교양선택필수,조현지,3,60,Y,HDH 418B,63,"화3,금3","화3,금3","화3,금3",일반과목,N,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK10095,Calculus 1,1,주간,교양선택필수,송민경,3,80,Y,HDH 418B,77,"월5,목5","월5,목5","월5,목5",일반과목,N,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK10095,Calculus 1,3,주간,교양선택필수,이한진,3,80,Y,HDH 418B,60,"화6,금6","화6,금6","화6,금6",일반과목,Y,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK10095,Calculus 1,4,주간,교양선택필수,김광익,3,60,Y,HDH 418B,43,"월4,목4","월4,목4","월4,목4",일반과목,N,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK10096,Calculus 2,1,주간,교양선택필수,송민경,3,80,Y,HDH 418B,79,"월2,목2","월2,목2","월2,목2",일반과목,N,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK10096,Calculus 2,2,주간,교양선택필수,송민경,3,80,Y,HDH 418B,78,"월3,목3","월3,목3","월3,목3",일반과목,N,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK10096,Calculus 2,4,주간,교양선택필수,박병오,3,80,Y,HDH 418B,53,"월6,목6","월6,목6","월6,목6",일반과목,N,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK10038,물리학실험1,1,주간,교양선택필수,조현지,1,25,Y,HDH 419,15,"목1,목2","목1,목2","목1,목2",성적만P/F나감,N,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK10038,물리학실험1,2,주간,교양선택필수,조현지,1,25,Y,HDH 419,23,"목3,목4","목3,목4","목3,목4",성적만P/F나감,N,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK10038,물리학실험1,3,주간,교양선택필수,조현지,1,25,Y,HDH 419,28,"목5,목6","목5,목6","목5,목6",성적만P/F나감,N,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GCS10001,소프트웨어 입문,1,주간,교양선택필수,김헌주,2,45,Y,HDH 424,51,"화2,금2","화2,금2","화2,금2",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10001,소프트웨어 입문,2,주간,교양선택필수,김헌주,2,45,Y,HDH 424,50,"화3,금3","화3,금3","화3,금3",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10001,소프트웨어 입문,4,주간,교양선택필수,김군오,2,45,Y,HDH 424,51,"월2,목2","월2,목2","월2,목2",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10001,소프트웨어 입문,5,주간,교양선택필수,김군오,2,45,Y,HDH 424,52,"월3,목3","월3,목3","월3,목3",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10001,소프트웨어 입문,6,주간,교양선택필수,김군오,2,45,Y,HDH 424,51,"월5,목5","월5,목5","월5,목5",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10001,소프트웨어 입문,7,주간,교양선택필수,최혜봉,2,45,Y,HDH 424,47,"월1,목1","월1,목1","월1,목1",일반과목,Y,1,,,,,1학년 우선수강. 해외학생 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10002,ICT 응용 입문,2,주간,교양선택필수,김군오,2,45,Y,HDH 424,49,"월6,목6","월6,목6","월6,목6",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS20009,하이브리드웹 설계,1,주간,교양선택필수,김군오,2,30,Y,HDH 424,43,"화5,금5","화5,금5","화5,금5",일반과목,N,2,,,,N,전학년 동시 수강신청 / 온라인.오프라인 수업 병행 / 인터넷활용 동일과목,,W59,소프트웨어활용
2016,1,글로벌리더십학부,GCS10010,대학 글쓰기 기초,1,주간,교양선택필수,김종록,3,30,Y,HDH 425B,51,"화6,금6","화6,금6","화6,금6",일반과목,N,1,,,,N,,,W55,소통
2016,1,글로벌리더십학부,GEK10053,미분방정식과 응용,2,주간,교양선택필수,박병오,3,60,Y,HDH 425B,63,"월5,목5","월5,목5","월5,목5",일반과목,N,1,,,,N,,,W29,자연과학
