년도,학기,학과명,과목코드,과목명,분반,주야,이수구분명,교수성명,학점,수강정원,개설여부,강의실명,수강인원,수업시간,수업시간,수업시간,성적평가방식구분,영의강의여부,학년,코드쉐어링과목코드,코드쉐어링분반,코드쉐어링되어진과목,코드쉐어링수강여부,비고,개설세부,인정영역구분,인정영역구분명
2016,1,글로벌리더십학부,GEK10090,물리학 개론,2,주간,교양선택필수,조현지,3,60,Y,HDH 425B,64,"화5,금5","화5,금5","화5,금5",일반과목,N,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK10093,"문학, 영화, 그리고 역사",1,주간,교양선택필수,류대영,3,40,Y,HDH 425B,37,"화3,금3","화3,금3","화3,금3",일반과목,N,1,,,,N,,,W56,융복합
2016,1,글로벌리더십학부,GEK20033,한국기독교의 역사와 문화,1,주간,교양선택필수,류대영,3,60,Y,HDH 425B,50,"화2,금2","화2,금2","화2,금2",일반과목,N,1,,,,N,,,W27,인문학
2016,1,글로벌리더십학부,GEK20053,통계학,1,주간,교양선택필수,김헌주,3,50,Y,HDH 425B,51,"월2,목2","월2,목2","월2,목2",일반과목,N,1,,,,N,,,W29,자연과학
2016,1,글로벌리더십학부,GEK20053,통계학,2,주간,교양선택필수,김헌주,3,50,Y,HDH 425B,50,"월3,목3","월3,목3","월3,목3",일반과목,N,1,,,,N,,,W29,자연과학
2016,1,경영경제학부,MEC20057,경영IT실무,1,주간,전공선택,김영진,3,30,Y,NMH 102B,30,"월6,월7","월6,월7","월6,월7",일반과목,Y,2,,,,N,,,,
2016,1,경영경제학부,MEC20057,경영IT실무,2,주간,전공선택,김대식,3,30,Y,NMH 102B,27,"화6,화7","화6,화7","화6,화7",일반과목,N,2,,,,N,,,,
2016,1,경영경제학부,MEC20057,경영IT실무,3,주간,전공선택,조이수,3,30,Y,NMH 102B,19,"화1,금1","화1,금1","화1,금1",일반과목,N,2,,,,N,,,,
2016,1,경영경제학부,MEC10002,경영학입문,1,주간,전공선택,김영진,3,40,Y,NMH 103A,40,"월3,목3","월3,목3","월3,목3",일반과목,Y,1,,,,N,,,W18,전공기초
2016,1,경영경제학부,MEC20001,미시경제학,1,주간,전공선택,김재홍,3,50,Y,NMH 103A,48,"월4,목4","월4,목4","월4,목4",일반과목,Y,2,,,,N,,,,
2016,1,경영경제학부,MEC20001,미시경제학,2,주간,전공선택,정연제,3,50,Y,NMH 103A,13,"월8,월9","월8,월9","월8,월9",일반과목,N,2,,,,,,,,
2016,1,경영경제학부,MEC20002,거시경제학,2,주간,전공선택,안세일,3,40,Y,NMH 103A,43,"화2,금2","화2,금2","화2,금2",일반과목,Y,2,,,,N,,,,
2016,1,경영경제학부,MEC20051,경영정보시스템론,1,주간,전공선택,김영진,3,40,Y,NMH 103A,43,"월2,목2","월2,목2","월2,목2",일반과목,Y,2,,,,N,,,,
2016,1,경영경제학부,MEC20051,경영정보시스템론,2,주간,전공선택,조대연,3,40,Y,NMH 103A,17,"월1,목1","월1,목1","월1,목1",일반과목,N,2,,,,N,,,,
2016,1,경영경제학부,MEC20058,재무관리론,2,주간,전공선택,조이수,3,40,Y,NMH 103A,28,"화3,금3","화3,금3","화3,금3",일반과목,N,2,,,,N,,,,
2016,1,경영경제학부,MEC30010,게임및정보이론,1,주간,전공선택,김재홍,3,40,Y,NMH 103A,46,"화5,화6","화5,화6","화5,화6",일반과목,N,3,,,,N,,,,
2016,1,경영경제학부,MEC30012,고급미시경제학,1,주간,전공선택,강사웅,3,40,Y,NMH 103A,28,"월5,목5","월5,목5","월5,목5",일반과목,Y,3,,,,N,,,,
2016,1,경영경제학부,MEC30074,인사관리론,1,주간,전공선택,이유진,3,40,Y,NMH 103A,40,"화1,금1","화1,금1","화1,금1",일반과목,Y,3,,,,N,,,,
2016,1,경영경제학부,MEC30074,인사관리론,2,주간,전공선택,이유진,3,40,Y,NMH 103A,38,"월6,목6","월6,목6","월6,목6",일반과목,Y,3,,,,N,,,,
2016,1,글로벌리더십학부,GCS10019,독일어 1,2,주간,교양선택,남중섭,3,25,Y,NMH 104A,23,"월1,목1","월1,목1","월1,목1",일반과목,N,1,,,,N,"독일어 사용가능한 학생은 수강불가
",,W24,제2외국어
2016,1,글로벌리더십학부,GCS10023,러시아어1,1,주간,교양선택,이승억,3,25,Y,NMH 104A,12,"화5,금5","화5,금5","화5,금5",일반과목,N,1,,,,N,,1,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,5,주간,교양선택,권용호,3,25,Y,NMH 104A,27,"월2,목2","월2,목2","월2,목2",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,6,주간,교양선택,권용호,3,25,Y,NMH 104A,29,"월3,목3","월3,목3","월3,목3",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,7,주간,교양선택,권용호,3,25,Y,NMH 104A,27,"화2,금2","화2,금2","화2,금2",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10039,중국어3,2,주간,교양선택,권용호,3,25,Y,NMH 104A,25,"화3,금3","화3,금3","화3,금3",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,언론정보문화학부,CCC20050,인간커뮤니케이션,1,주간,전공선택,신순철,3,0,Y,NMH 104A,21,"월5,목5","월5,목5","월5,목5",일반과목,N,2,,,,N,,,,
2016,1,경영경제학부,MEC30075,투자론,1,주간,전공선택,강성준,3,40,Y,NMH 104A,40,"월6,목6","월6,목6","월6,목6",일반과목,N,3,,,,N,,,,
2016,1,글로벌리더십학부,GEK10062,미술의 이해,1,주간,교양선택,김민지,3,70,Y,NMH 105,70,"월2,목2","월2,목2","월2,목2",성적만P/F나감,N,1,,,,N,,,W17,예술
2016,1,글로벌리더십학부,GEK10062,미술의 이해,2,주간,교양선택,김민지,3,70,Y,NMH 105,69,"월3,목3","월3,목3","월3,목3",성적만P/F나감,N,1,,,,N,,,W17,예술
2016,1,글로벌리더십학부,GEK10099,시각예술의 이해,1,주간,교양선택,김민지,3,60,Y,NMH 105,28,"월4,목4","월4,목4","월4,목4",일반과목,N,1,,,,N,,,W17,예술
2016,1,창의융합교육원,CCE20002,ICT 융합 입문,1,주간,전공선택,조대연외 2명,3,50,Y,NMH 105,27,"수2,수3","수2,수3","수2,수3",일반과목,N,2,,,,,,,,
2016,1,창의융합교육원,CCE20007,ICT융합 실습 I,1,주간,전공선택,최창범,3,50,Y,NMH 105,13,"화7,화8","화7,화8","화7,화8",일반과목,N,2,,,,,,,,
2016,1,창의융합교육원,CCE30001,인간과 컴퓨터 상호작용,1,주간,전공선택,김상환,3,30,Y,NMH 105,9,"화3,금3","화3,금3","화3,금3",일반과목,Y,3,,,,N,,,,
2016,1,창의융합교육원,CCE30006,ICT융합 모델링 및 분석,1,주간,전공선택,최창범,3,50,Y,NMH 105,10,"화2,금2","화2,금2","화2,금2",일반과목,N,3,,,,N,,1,,
2016,1,경영경제학부,MEC10002,경영학입문,2,주간,전공선택,유기선,3,80,Y,NMH 105,75,"화4,금4","화4,금4","화4,금4",일반과목,N,1,,,,N,,,W18,전공기초
2016,1,경영경제학부,MEC30002,금융경제학,1,주간,전공선택,안세일,3,60,Y,NMH 105,51,"화5,금5","화5,금5","화5,금5",일반과목,N,3,,,,N,,,,
2016,1,상담심리사회복지학부,CSW20005,이상심리학,2,주간,전공선택,신성만,3,80,Y,NMH 105,86,"월5,목5","월5,목5","월5,목5",일반과목,N,3,,,,N,,,,
2016,1,기계제어공학부,HMM20041,고체역학,1,주간,전공선택,박동규,3,60,Y,NMH 105,79,"월1,목1","월1,목1","월1,목1",일반과목,N,3,,,,N,,,,
2016,1,경영경제학부,MEC10001,경제학입문,2,주간,전공선택,안진원,3,80,Y,NMH 106,28,"화2,금2","화2,금2","화2,금2",일반과목,N,1,,,,N,,,W18,전공기초
2016,1,경영경제학부,MEC10002,경영학입문,3,주간,전공선택,이유진,3,100,Y,NMH 106,50,"월1,목1","월1,목1","월1,목1",일반과목,N,1,,,,N,,,W18,전공기초
2016,1,경영경제학부,MEC10002,경영학입문,4,주간,전공선택,Scott C. Lincoln,3,40,Y,NMH 106,19,"월2,목2","월2,목2","월2,목2",일반과목,Y,1,,,,N,,,W18,전공기초
2016,1,경영경제학부,MEC20054,마케팅관리론,2,주간,전공선택,이혜규,3,40,Y,NMH 106,46,"화3,금3","화3,금3","화3,금3",일반과목,Y,2,,,,N,,,,
2016,1,경영경제학부,MEC20055,회계실무,4,주간,전공선택,Scott C. Lincoln,3,40,Y,NMH 106,23,"화4,금4","화4,금4","화4,금4",일반과목,Y,2,,,,N,,,,
2016,1,경영경제학부,MEC20058,재무관리론,1,주간,전공선택,강성준,3,60,Y,NMH 106,78,"월3,목3","월3,목3","월3,목3",일반과목,Y,2,,,,N,,,,
2016,1,경영경제학부,MEC20059,조직행위론,2,주간,전공선택,Scott C. Lincoln,3,40,Y,NMH 106,22,"월5,목5","월5,목5","월5,목5",일반과목,Y,3,,,,N,,,,
2016,1,경영경제학부,MEC20059,조직행위론,3,주간,전공선택,Scott C. Lincoln,3,40,Y,NMH 106,37,"화5,금5","화5,금5","화5,금5",일반과목,Y,3,,,,N,,,,
2016,1,경영경제학부,MEC30003,국제경제학,1,주간,전공선택,안진원,3,40,Y,NMH 106,50,"화1,금1","화1,금1","화1,금1",일반과목,Y,2,,,,N,,,,
2016,1,경영경제학부,MEC30005,노동경제학,1,주간,전공선택,이종철,3,50,Y,NMH 106,46,"월6,목6","월6,목6","월6,목6",일반과목,Y,3,,,,N,,,,
2016,1,경영경제학부,MEC40055,국제경영학,1,주간,전공선택,Abraham Lee,3,40,Y,NMH 106,26,"월4,목4","월4,목4","월4,목4",일반과목,Y,4,,,,N,,,,
2016,1,Global EDISON Academy,GEA20057,창업을 위한 회계,1,주간,전공선택,이용,3,40,Y,NMH 107,23,"화4,금4","화4,금4","화4,금4",일반과목,Y,2,,,,N,,,,
2016,1,경영경제학부,MEC10001,경제학입문,3,주간,전공선택,안세일,3,80,Y,NMH 107,66,"화3,금3","화3,금3","화3,금3",일반과목,N,1,,,,N,,,W18,전공기초
2016,1,경영경제학부,MEC20005,경영경제통계,1,주간,전공선택,김우성,3,40,Y,NMH 107,68,"화1,금1","화1,금1","화1,금1",일반과목,Y,2,,,,N,,,,
2016,1,경영경제학부,MEC20005,경영경제통계,2,주간,전공선택,박우영,3,60,Y,NMH 107,44,"목8,목9","목8,목9","목8,목9",일반과목,N,2,,,,N,,,,
2016,1,경영경제학부,MEC20006,경제수학,1,주간,전공선택,이지웅,3,60,Y,NMH 107,41,"월8,월9","월8,월9","월8,월9",일반과목,N,2,,,,N,,,,
2016,1,경영경제학부,MEC20055,회계실무,1,주간,전공선택,성현모,3,60,Y,NMH 107,77,"월2,목2","월2,목2","월2,목2",일반과목,Y,2,,,,N,,,,
2016,1,경영경제학부,MEC20055,회계실무,2,주간,전공선택,라채원,3,40,Y,NMH 107,8,"월5,목5","월5,목5","월5,목5",일반과목,Y,2,,,,N,,1,,
2016,1,경영경제학부,MEC20055,회계실무,3,주간,전공선택,라채원,3,40,Y,NMH 107,35,"월6,목6","월6,목6","월6,목6",일반과목,N,2,,,,N,,,,
2016,1,경영경제학부,MEC30058,생산관리론,1,주간,전공선택,김대식,3,40,Y,NMH 107,48,"월4,목4","월4,목4","월4,목4",일반과목,Y,3,,,,N,,,,
2016,1,경영경제학부,MEC30066,원가관리회계,1,주간,전공선택,성현모,3,50,Y,NMH 107,53,"월1,목1","월1,목1","월1,목1",일반과목,Y,3,,,,N,,,,
2016,1,경영경제학부,MEC30072,소비자 행동론,1,주간,전공선택,이혜규,3,40,Y,NMH 107,57,"화2,금2","화2,금2","화2,금2",일반과목,Y,3,,,,N,,,,
2016,1,경영경제학부,MEC40006,기독교정신과 경제문제,1,주간,전공선택,이종철,3,50,Y,NMH 107,56,"월3,목3","월3,목3","월3,목3",일반과목,N,4,,,,N,,,,
2016,1,상담심리사회복지학부,CSW30019,집단상담,1,주간,전공선택,윤인,3,40,Y,NMH 107,35,"화5,화6","화5,화6","화5,화6",일반과목,N,3,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID30011,Digital Motion Graphic Design1,2,주간,전공선택,김성혜,3,30,Y,NMH 107,57,"수2,수3","수2,수3","수2,수3",일반과목,N,3,,,,N,,,,
2016,1,글로벌리더십학부,GCS10019,독일어 1,1,주간,교양선택,남중섭,3,25,Y,NMH 108,25,"월2,목2","월2,목2","월2,목2",일반과목,N,1,,,,N,"독일어 사용가능한 학생은 수강불가
",,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,8,주간,교양선택,고미숙,3,25,Y,NMH 108,24,"화4,금4","화4,금4","화4,금4",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,9,주간,교양선택,고미숙,3,25,Y,NMH 108,32,"화5,금5","화5,금5","화5,금5",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,12,주간,교양선택,고미숙,3,25,Y,NMH 108,24,"화3,금3","화3,금3","화3,금3",일반과목,N,1,,,,,,,W24,제2외국어
2016,1,글로벌리더십학부,GEK10075,1학년 세미나,1,주간,교양선택필수,최혜봉,1,1,Y,NMH 108,40,목7,목7,목7,성적만P/F나감,N,1,,,,N,1학년 수강과목 / 주제 : ICT와 융합,,W56,융복합
2016,1,창의융합교육원,CCE20001,글로벌 i-융합 프로젝트-1,1,주간,전공선택,조대연외 2명,3,30,Y,NMH 108,8,"화6,화7","화6,화7","화6,화7",성적만P/F나감,N,2,CCE20001,1,D,,,1,,
2016,1,창의융합교육원,CCE30003,글로벌 i-융합 프로젝트-2,1,주간,자유선택,조대연외 2명,3,40,Y,NMH 108,2,"화6,화7","화6,화7","화6,화7",성적만P/F나감,N,3,CCE20001,1,C,,,1,,
2016,1,경영경제학부,MEC20054,마케팅관리론,1,주간,전공선택,유기선,3,40,Y,NMH 108,37,"화2,금2","화2,금2","화2,금2",일반과목,N,2,,,,N,,,,
2016,1,글로벌리더십학부,GCS10033,일본어1,2,주간,교양선택,김영미,3,25,Y,NMH 109,25,"화3,금3","화3,금3","화3,금3",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10033,일본어1,3,주간,교양선택,김영미,3,25,Y,NMH 109,25,"화5,금5","화5,금5","화5,금5",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10033,일본어1,4,주간,교양선택,Harada Masao,3,25,Y,NMH 109,16,"월4,목4","월4,목4","월4,목4",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10034,일본어2,1,주간,교양선택,Harada Masao,3,25,Y,NMH 109,13,"월5,목5","월5,목5","월5,목5",일반과목,N,1,,,,N,,1,W24,제2외국어
2016,1,글로벌리더십학부,GEK20051,Mission Perspective,2,주간,교양선택필수,이경원,2,40,Y,NMH 109,25,"수3,수4","수3,수4","수3,수4",일반과목,Y,1,,,,N,100분 수업임,,W08,세계관1
2016,1,경영경제학부,MEC20059,조직행위론,1,주간,전공선택,이유진,3,40,Y,NMH 109,40,"월3,목3","월3,목3","월3,목3",일반과목,N,3,,,,N,,,,
2016,1,경영경제학부,MEC30052,경영전략 및 사례,1,주간,전공선택,조대연,3,40,Y,NMH 109,37,"월2,목2","월2,목2","월2,목2",일반과목,N,3,,,,N,,,,
2016,1,경영경제학부,MEC30068,중급재무회계1,2,주간,전공선택,이용,3,40,Y,NMH 109,35,"화2,금2","화2,금2","화2,금2",일반과목,Y,3,,,,N,,,,
2016,1,생명과학부,BFT40002,세미나 4,1,주간,전공필수,송성규,1,20,Y,NMH 109,19,수2,수2,수2,일반과목,Y,4,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20006,시각디자인기초,1,주간,전공선택,이중섭,3,30,Y,NMH 202,37,"목2,목3","목2,목3","목2,목3",일반과목,Y,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20006,시각디자인기초,2,주간,전공선택,이중섭,3,30,Y,NMH 202,38,"금2,금3","금2,금3","금2,금3",일반과목,Y,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20006,시각디자인기초,3,주간,전공선택,이중섭,3,30,Y,NMH 202,36,"금5,금6","금5,금6","금5,금6",일반과목,Y,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID30078,디자인 리서치 & 기획 1,1,주간,전공선택,강명지,3,30,Y,NMH 202,13,"수2,수3","수2,수3","수2,수3",일반과목,N,3,,,,N,,1,,
2016,1,콘텐츠융합디자인학부,IID30086,Graphic & Advertisement Design 1,1,주간,전공선택,이진구,3,30,Y,NMH 202,29,"화2,화3","화2,화3","화2,화3",일반과목,N,3,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID30086,Graphic & Advertisement Design 1,2,주간,전공선택,이진구,3,30,Y,NMH 202,30,"화5,화6","화5,화6","화5,화6",일반과목,N,3,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID30086,Graphic & Advertisement Design 1,3,주간,전공선택,이진구,3,20,Y,NMH 202,20,"화7,화8","화7,화8","화7,화8",일반과목,N,3,,,,,,,,
2016,1,콘텐츠융합디자인학부,IID40067,Capstone Design1 (시각 off-line),1,주간,전공선택,이진구,3,20,Y,NMH 202,18,"월1,월2","월1,월2","월1,월2",일반과목,N,4,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID40067,Capstone Design1 (시각 off-line),2,주간,전공선택,이진구,3,20,Y,NMH 202,20,"월4,월5","월4,월5","월4,월5",일반과목,N,4,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID40067,Capstone Design1 (시각 off-line),3,주간,전공선택,이진구,3,20,Y,NMH 202,18,"월6,월7","월6,월7","월6,월7",일반과목,N,4,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID40070,Capstone Design 1(제품 및 서비스디자인),2,주간,전공선택,최인욱,3,20,Y,NMH 202,14,"수8,수9","수8,수9","수8,수9",일반과목,N,4,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID40078,Capston Design1 시각 (graphic service design),2,주간,전공선택,이재선,2,30,Y,NMH 202,31,"목5,목6","목5,목6","목5,목6",일반과목,N,4,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID10004,드로잉기초 1,1,주간,교양선택,김공웅,3,30,Y,NMH 204,29,"목2,목3","목2,목3","목2,목3",성적만P/F나감,N,1,,,,N,,,W18,전공기초
2016,1,콘텐츠융합디자인학부,IID10004,드로잉기초 1,2,주간,교양선택,김공웅,3,30,Y,NMH 204,27,"목5,목6","목5,목6","목5,목6",성적만P/F나감,N,1,,,,N,,,W18,전공기초
2016,1,콘텐츠융합디자인학부,IID10004,드로잉기초 1,3,주간,교양선택,김공웅,3,30,Y,NMH 204,28,"금2,금3","금2,금3","금2,금3",성적만P/F나감,N,1,,,,N,,,W18,전공기초
2016,1,콘텐츠융합디자인학부,IID20013,Typography Design 1,2,주간,전공필수,이재선,3,30,Y,NMH 204,35,"화2,화3","화2,화3","화2,화3",일반과목,Y,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20013,Typography Design 1,3,주간,전공필수,이재선,3,30,Y,NMH 204,38,"화5,화6","화5,화6","화5,화6",일반과목,Y,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20061,제품디자인기초1,1,주간,전공필수,조원철,3,30,Y,NMH 204,36,"월2,월3","월2,월3","월2,월3",일반과목,N,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20061,제품디자인기초1,2,주간,전공필수,조원철,3,30,Y,NMH 204,30,"월6,월7","월6,월7","월6,월7",일반과목,N,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID30076,Advanced Editorial Design,1,주간,전공선택,이재선,3,30,Y,NMH 204,17,"수2,수3","수2,수3","수2,수3",일반과목,N,3,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID40071,제품 및 서비스 디자인 기획,2,주간,전공필수,최인욱,3,20,Y,NMH 204,14,"화7,화8","화7,화8","화7,화8",일반과목,N,4,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID30011,Digital Motion Graphic Design1,1,주간,전공선택,김성혜,3,30,Y,NMH 205B,32,"화2,화3","화2,화3","화2,화3",일반과목,N,3,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID30080,Graphic User Interface Design,1,주간,전공선택,신원석,3,30,Y,NMH 205B,24,"금5,금6","금5,금6","금5,금6",일반과목,N,3,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID30082,브랜드디자인 방법론,1,주간,전공선택,이중섭,3,30,Y,NMH 205B,12,"화5,화6","화5,화6","화5,화6",일반과목,Y,3,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID40066,캡스톤디자인1(시각-온라인),1,주간,전공선택,김성혜,2,15,Y,NMH 205B,28,"월6,월7","월6,월7","월6,월7",일반과목,N,4,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID40066,캡스톤디자인1(시각-온라인),2,주간,전공선택,김성혜,2,15,Y,NMH 205B,26,"목2,목3","목2,목3","목2,목3",일반과목,N,4,,,,N,,,,
2016,1,상담심리사회복지학부,CSW20012,성격심리학,1,주간,전공선택,가요한,3,60,Y,NMH 207,60,"화2,금2","화2,금2","화2,금2",일반과목,Y,2,,,,N,,,,
2016,1,상담심리사회복지학부,CSW20012,성격심리학,2,주간,전공선택,가요한,3,60,Y,NMH 207,60,"화3,금3","화3,금3","화3,금3",일반과목,Y,2,,,,N,,,,
2016,1,상담심리사회복지학부,CSW30009,심리평가,1,주간,전공필수,이은경,3,50,Y,NMH 207,40,"월2,월3","월2,월3","월2,월3",일반과목,N,3,,,,N,,,,
2016,1,상담심리사회복지학부,CSW30009,심리평가,3,주간,전공필수,라영안,3,50,Y,NMH 207,18,"화1,금1","화1,금1","화1,금1",일반과목,Y,3,,,,,,,,
2016,1,상담심리사회복지학부,CSW30012,아동청소년상담,1,주간,전공선택,이윤희,3,60,Y,NMH 207,60,"화5,금5","화5,금5","화5,금5",일반과목,N,3,,,,N,,,,
2016,1,상담심리사회복지학부,CSW30017,사회심리학,1,주간,전공선택,Lantinga Sherri brenda,3,60,Y,NMH 207,43,"월1,목1","월1,목1","월1,목1",일반과목,Y,2,,,,N,,,,
2016,1,상담심리사회복지학부,CSW30025,심리사회통계학,1,주간,전공필수,이혜주,3,60,Y,NMH 207,59,"월4,목4","월4,목4","월4,목4",일반과목,Y,3,,,,N,,,,
2016,1,상담심리사회복지학부,CSW30026,Research Design and Methods,1,주간,전공선택,이혜주,3,60,Y,NMH 207,18,"월5,목5","월5,목5","월5,목5",일반과목,Y,3,,,,N,,,,
2016,1,상담심리사회복지학부,CSW30026,Research Design and Methods,2,주간,전공필수,이윤희,3,60,Y,NMH 207,16,"화4,금4","화4,금4","화4,금4",일반과목,N,3,,,,N,,,,
2016,1,상담심리사회복지학부,CSW40054,고급현장실습,1,주간,전공선택,김혜정,3,0,Y,NMH 207,,"월8,목8","월8,목8","월8,목8",성적만P/F나감,N,4,,,,N,,,,
2016,1,상담심리사회복지학부,CSW40054,고급현장실습,3,주간,전공선택,황혜리,3,0,Y,NMH 207,,"월7,목7","월7,목7","월7,목7",성적만P/F나감,N,4,,,,N,,,,
2016,1,상담심리사회복지학부,CSW40084,노인복지론,1,주간,전공선택,김경희,3,60,Y,NMH 207,24,"수2,수3","수2,수3","수2,수3",일반과목,N,4,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20014,Digital Photography,1,주간,전공선택,홍승표,3,25,Y,NMH 208,24,"수1,수2","수1,수2","수1,수2",일반과목,N,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20014,Digital Photography,2,주간,전공선택,홍승표,3,25,Y,NMH 208,23,"수3,수4","수3,수4","수3,수4",일반과목,N,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20016,아이디어 발상법,1,주간,전공필수,신원석,3,30,Y,NMH 208,31,"금2,금3","금2,금3","금2,금3",일반과목,N,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20016,아이디어 발상법,2,주간,전공필수,신원석외 1명,3,30,Y,NMH 208,32,"목3,목4","목3,목4","목3,목4",일반과목,N,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20016,아이디어 발상법,3,주간,전공필수,신원석외 1명,3,30,Y,NMH 208,34,"목5,목6","목5,목6","목5,목6",일반과목,N,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20059,Presentation Technique 1,1,주간,전공필수,김승준,3,25,Y,NMH 208,25,"화1,화2","화1,화2","화1,화2",일반과목,Y,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20059,Presentation Technique 1,2,주간,전공필수,김승준,3,25,Y,NMH 208,25,"화4,화5","화4,화5","화4,화5",일반과목,Y,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20059,Presentation Technique 1,3,주간,전공필수,김승준,3,25,Y,NMH 208,25,"화6,화7","화6,화7","화6,화7",일반과목,Y,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID20061,제품디자인기초1,3,주간,전공필수,김승준,3,30,Y,NMH 208,30,"월5,월6","월5,월6","월5,월6",일반과목,Y,2,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID30071,Design Studio 1,2,주간,전공선택,김승준,3,25,Y,NMH 208,20,"월2,월3","월2,월3","월2,월3",성적만P/F나감,Y,3,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID40070,Capstone Design 1(제품 및 서비스디자인),1,주간,전공선택,조원철,3,20,Y,NMH 208,10,"금4,금5","금4,금5","금4,금5",일반과목,N,4,,,,N,,,,
2016,1,글로벌리더십학부,GCS10061,한문,1,주간,교양선택필수,이지락,3,60,Y,NMH 307,15,"월5,월6","월5,월6","월5,월6",일반과목,N,1,,,,N,,,W55,소통
2016,1,글로벌리더십학부,GEK10041,심리학개론,3,주간,교양선택,이종환,3,60,Y,NMH 307,53,"목5,목6","목5,목6","목5,목6",일반과목,N,1,,,,N,,,W18,전공기초
2016,1,글로벌리더십학부,GEK10059,환경과 인간,2,주간,교양선택필수,도형기,3,60,Y,NMH 307,60,"월7,목7","월7,목7","월7,목7",일반과목,N,1,,,,,,,W56,융복합
2016,1,경영경제학부,MEC30053,경영과학,1,주간,전공선택,김우성,3,40,Y,NMH 307,38,"화5,금5","화5,금5","화5,금5",일반과목,Y,3,,,,N,,,,
